,Hashtag,1,2,3,4,5,6,7,8,9,10,Source,id,topk,mutlitoken,charner,answer,annotator,annotation_id,created_at,updated_at,lead_time,Final Segmentation
1841,yash,yash,y ash,yas h,ya sh,y as h,ya s h,y a sh,y a s h,,,roman,228377,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""yash"", ""labels"": [""Named Entity""]}]",yash,4,624,2021-10-14T20:06:32.934004Z,2021-10-14T20:06:32.934050Z,17.765,yash
1842,joebiden,joe biden,joebiden,joebid en,joebide n,joebi den,jo ebiden,j oebiden,jo e biden,joeb iden,joe bid en,roman,228376,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""joe"", ""labels"": [""Named Entity""]}, {""start"": 3, ""end"": 8, ""text"": ""biden"", ""labels"": [""Named Entity""]}]",joebiden,4,623,2021-10-14T20:05:57.513747Z,2021-10-14T20:05:57.513794Z,13.062,joe biden
1843,ramyapandian,ramya pandian,ramyapandian,ramyapandi an,ramyapandia n,r amyapandian,ramyapand ian,ram yapandian,ra myapandian,ramyapan dian,ramyap and ian,roman,228375,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""ramya"", ""labels"": [""Named Entity""]}, {""start"": 5, ""end"": 12, ""text"": ""pandian"", ""labels"": [""Named Entity""]}]",ramyapandian,4,622,2021-10-14T20:05:40.553480Z,2021-10-14T20:05:40.553528Z,18.093,ramya pandian
1844,karwachauth2020,karwachauth2020,karwachauth 2020,karwachauth20 20,karwa chauth 2020,karwachauth202 0,k arwachauth2020,ka rwachauth2020,kar wachauth2020,karwachauth 20 20,karwa chauth 20 20,roman,228374,$4,None,None,karwachauth2020,4,621,2021-10-14T20:05:19.141913Z,2021-10-14T20:05:19.141959Z,18.474,karwa chauth 2020
1845,aarattu,aarattu,a arattu,aa rattu,aar attu,aar at tu,aarat tu,aara ttu,aaratt u,a a rattu,aara t tu,roman,228373,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""aarattu"", ""labels"": [""Named Entity""]}]",aarattu,4,620,2021-10-14T20:04:58.148027Z,2021-10-14T20:04:58.148074Z,19.617,aarattu
1846,slimmest5g,slimmest5g,s limmest5g,slimmest5 g,slimmest 5g,slim mest5g,sl immest5g,sli mmest5g,slimmest 5 g,slimm est5g,slimme st5g,roman,228372,$4,None,None,slimmest5g,4,619,2021-10-14T20:04:36.589623Z,2021-10-14T20:04:36.589674Z,5.43,slimmest 5g
1847,msdhoni,ms dhoni,msdhoni,m s dhoni,msd honi,msdhon i,msd hon i,m sdhoni,msd ho ni,msdho ni,ms d honi,roman,228371,$3,Hashtag has named entities,"[{""start"": 0, ""end"": 1, ""text"": ""m"", ""labels"": [""Named Entity""]}, {""start"": 1, ""end"": 2, ""text"": ""s"", ""labels"": [""Named Entity""]}, {""start"": 2, ""end"": 7, ""text"": ""dhoni"", ""labels"": [""Named Entity""]}]",msdhoni,4,618,2021-10-14T20:04:25.825721Z,2021-10-14T20:04:25.825770Z,14.802,m s dhoni
1848,cheavl,cheavl,che avl,chea vl,cheav l,c heavl,che a vl,ch eavl,chea v l,c he a vl,c he avl,roman,228370,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""che"", ""labels"": [""Named Entity""]}, {""start"": 3, ""end"": 6, ""text"": ""avl"", ""labels"": [""Named Entity""]}]",cheavl,4,617,2021-10-14T20:04:06.512805Z,2021-10-14T20:04:06.512852Z,13.165,che avl
1849,anushkasharma,anushka sharma,anushkasharma,anushkasharm a,a nushkasharma,an ushkasharma,anushkashar ma,anu shkasharma,anushkash arma,anushka s harm a,anushkashar m a,roman,228369,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""anushka"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 13, ""text"": ""sharma"", ""labels"": [""Named Entity""]}]",anushkasharma,4,616,2021-10-14T20:03:50.458028Z,2021-10-14T20:03:50.458075Z,11.643,anushkasharma
1850,suryakumaryadav,suryakumar yadav,surya kumar yadav,suryakumaryadav,suryakumaryada v,s uryakumaryadav,suryakumaryad av,sur yakumaryadav,su ryakumaryadav,surya kumaryadav,suryakumarya dav,roman,228368,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""surya"", ""labels"": [""Named Entity""]}, {""start"": 5, ""end"": 10, ""text"": ""kumar"", ""labels"": [""Named Entity""]}, {""start"": 10, ""end"": 15, ""text"": ""yadav"", ""labels"": [""Named Entity""]}]",suryakumaryadav,4,615,2021-10-14T20:03:34.180902Z,2021-10-14T20:03:34.180949Z,19.344,surya kumar yadav
1852,boycottnetflixindia,boycottnetflixindia,boycottnetflixindi a,boycottnetflix india,b oycottnetflixindia,boy cottnetflixindia,boycottnetflixind ia,bo ycottnetflixindia,boycott netflix india,boycottnetflixin dia,boycott netflixindia,roman,228366,$8,Hashtag has named entities,"[{""start"": 7, ""end"": 14, ""text"": ""netflix"", ""labels"": [""Named Entity""]}, {""start"": 14, ""end"": 19, ""text"": ""india"", ""labels"": [""Named Entity""]}]",boycottnetflixindia,4,613,2021-10-14T20:02:57.663758Z,2021-10-14T20:02:57.663806Z,14.774,boycott netflix india
1853,lovelylouies,lovelylouies,lovelylouie s,lovely louies,love lylouies,lovelyloui es,l ovelylouies,lo velylouies,lovelylou ies,lov elylouies,lovely louie s,roman,228365,$3,Hashtag has named entities,"[{""start"": 6, ""end"": 12, ""text"": ""louies"", ""labels"": [""Named Entity""]}]",lovelylouies,4,612,2021-10-14T20:02:40.103460Z,2021-10-14T20:02:40.103508Z,50.581,lovely louies
1854,laxmiistreamingnow,laxmiistreamingnow,laxmiistreaming now,la xmiistreamingnow,laxmiistreamingno w,l axmiistreamingnow,laxmiistreamingn ow,lax miistreamingnow,laxmi istreamingnow,laxmii streaming now,laxmiistreamingn o w,roman,228364,$9,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""laxmii"", ""labels"": [""Named Entity""]}]",laxmiistreamingnow,4,611,2021-10-14T20:01:47.524592Z,2021-10-14T20:01:47.524639Z,12.731,laxmii streaming now
1855,velyatra,velyatra,vel yatra,velyatr a,velya tra,v elyatra,ve lyatra,velyat ra,v el yatra,vely atra,v e l yatra,roman,228360,$2,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities"", ""Hashtag has a mix of english and hindi tokens""]}","[{""start"": 0, ""end"": 3, ""text"": ""vel"", ""labels"": [""Named Entity""]}]",velyatra,4,607,2021-10-14T19:59:30.924294Z,2021-10-14T19:59:30.924342Z,40.686,vel yatra
1856,maharashtragovt,maharashtra govt,maharashtragovt,maharashtra gov t,maharashtragov t,m aharashtragovt,ma harashtragovt,maha rashtragovt,maharashtra go vt,maharashtrago vt,mah arashtragovt,roman,228359,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 11, ""text"": ""maharashtra"", ""labels"": [""Named Entity""]}]",maharashtragovt,4,605,2021-10-14T19:57:34.507682Z,2021-10-14T19:57:34.507730Z,14.309,maharashtra govt
1857,bidenharris,bidenharris,biden harris,bidenharr is,bidenharri s,b idenharris,bi denharris,bid enharris,bidenhar ris,bid en harris,biden harr is,roman,228358,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""biden"", ""labels"": [""Named Entity""]}, {""start"": 5, ""end"": 11, ""text"": ""harris"", ""labels"": [""Named Entity""]}]",bidenharris,4,604,2021-10-14T19:57:04.469270Z,2021-10-14T19:57:04.469317Z,12.211,biden harris
1858,thavasi,thavasi,tha vasi,thavas i,t havasi,tha va si,thava si,th avasi,thav asi,tha v asi,t ha vasi,roman,228357,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""thavasi"", ""labels"": [""Named Entity""]}]",thavasi,4,606,2021-10-14T19:58:46.960963Z,2021-10-14T19:58:46.961014Z,19.975,thavasi
1859,rubiusgameover,rubiusgameover,rubiusgame over,rubiusgameove r,rubiusgameov er,r ubiusgameover,rubius game over,rubiusgameo ver,ru biusgameover,rub iusgameover,rubi usgameover,roman,228355,$6,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""rubius"", ""labels"": [""Named Entity""]}]",rubiusgameover,4,602,2021-10-14T19:46:30.005525Z,2021-10-14T19:46:30.005572Z,50.896,rubius game over
1860,f1jp,f1jp,f1 jp,f1j p,f1 j p,f 1jp,f 1 jp,f 1 j p,f 1j p,,,roman,228352,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 2, ""text"": ""f1"", ""labels"": [""Named Entity""]}]",f1jp,4,599,2021-10-14T19:45:18.062005Z,2021-10-14T19:45:18.062052Z,32.894,f1 jp
1861,jo1,jo1,jo 1,j o 1,j o1,,,,,,,roman,228351,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""jo1"", ""labels"": [""Named Entity""]}]",jo1,4,598,2021-10-14T19:44:43.559955Z,2021-10-14T19:44:43.560003Z,18.444,jo1
1862,bjp4india,bjp4india,bjp 4 india,bjp4indi a,bjp 4india,bjp4 india,b jp4india,b j p 4 india,bjp4ind ia,bj p 4 india,bjp4in dia,roman,228349,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""bjp"", ""labels"": [""Named Entity""]}, {""start"": 4, ""end"": 9, ""text"": ""india"", ""labels"": [""Named Entity""]}]",bjp4india,4,595,2021-10-14T19:43:15.813718Z,2021-10-14T19:43:15.813767Z,9.652,bjp 4 india
1863,cantgagindia,cantgagindia,cantgagindi a,cantgag india,c antgagindia,can tgagindia,ca ntgagindia,cantgagind ia,cant gagindia,cantgagin dia,cantgagind i a,roman,228347,None,Hashtag has named entities,"[{""start"": 7, ""end"": 12, ""text"": ""india"", ""labels"": [""Named Entity""]}]",cant gag india,4,594,2021-10-14T19:43:03.721771Z,2021-10-14T19:43:03.721815Z,23.98,cant gag india
1864,10yearsofvsp,10yearsofvsp,10yearsofvs p,1 0yearsofvsp,10 yearsofvsp,10yearsofv sp,10years of vsp,10 years of vsp,10years ofvsp,10year sofvsp,10yearsof vsp,roman,228346,$7,Hashtag has named entities,"[{""start"": 9, ""end"": 12, ""text"": ""vsp"", ""labels"": [""Named Entity""]}]",10yearsofvsp,4,505,2021-09-27T14:26:11.936521Z,2021-09-27T14:26:11.936568Z,27.917,10 years of vsp
1865,18gloriousyearsofprabhas,18gloriousyearsofprabhas,18gloriousyearsofprabh as,18gloriousyearsofprab has,18gloriousyearsofprabha s,1 8gloriousyearsofprabhas,18 gloriousyearsofprabhas,18gloriousyearsof prabhas,18gloriousyearsofpr abhas,18gloriousyearsofpra b has,18gloriousyearsofpra bhas,roman,228345,None,Hashtag has named entities,"[{""start"": 17, ""end"": 24, ""text"": ""prabhas"", ""labels"": [""Named Entity""]}]",18 glorious years of prabhas,4,506,2021-09-27T14:26:34.768457Z,2021-09-27T14:26:34.768503Z,20.786,18 glorious years of prabhas
1866,happybirthdaytrivikram,happybirthdaytrivikram,happybirthdaytrivikra m,happybirthdaytrivikr am,happybirthdaytrivik ram,ha ppybirthdaytrivikram,happybirthday trivikram,h appybirthdaytrivikram,happy birthdaytrivikram,happybirthdaytri vikram,happy birthday trivikram,roman,228344,$10,Hashtag has named entities,"[{""start"": 13, ""end"": 22, ""text"": ""trivikram"", ""labels"": [""Named Entity""]}]",happybirthdaytrivikram,4,507,2021-09-27T14:26:49.665131Z,2021-09-27T14:26:49.665191Z,12.269,happy birthday trivikram
1867,barcabetis,barcabetis,barcabet is,barcabeti s,barca betis,barca bet is,b arcabetis,bar cabetis,ba rcabetis,bar cabet is,barcabe tis,roman,228341,$4,Hashtag has named entities,"[{""start"": 5, ""end"": 10, ""text"": ""betis"", ""labels"": [""Named Entity""]}, {""start"": 0, ""end"": 5, ""text"": ""barca"", ""labels"": [""Named Entity""]}]",barcabetis,4,511,2021-09-27T14:28:00.536880Z,2021-09-27T14:28:00.536925Z,19.084,barca betis
1868,shardulpandit,shardulpandit,shardul pandit,shardulpand it,shardulpandi t,s hardulpandit,shardulp and it,shardulpan dit,sh ardulpandit,sha rdulpandit,shard ulpandit,roman,228340,$2,Hashtag has named entities,"[{""start"": 7, ""end"": 13, ""text"": ""pandit"", ""labels"": [""Named Entity""]}, {""start"": 0, ""end"": 7, ""text"": ""shardul"", ""labels"": [""Named Entity""]}]",shardulpandit,4,510,2021-09-27T14:27:37.257804Z,2021-09-27T14:27:37.257853Z,8.041,shardul pandit
1869,hbdbalajimurugadoss,hbdbalajimurugadoss,hbdbalajimurugados s,h bdbalajimurugadoss,hbdbalajimurugado ss,hbdbalajimurugad oss,hb dbalajimurugadoss,hbdbalajimuruga doss,hbd balajimurugadoss,hbdbalaji murugadoss,hbdbalajimurugado s s,roman,228337,None,Hashtag has named entities,"[{""start"": 3, ""end"": 9, ""text"": ""balaji"", ""labels"": [""Named Entity""]}, {""start"": 9, ""end"": 19, ""text"": ""murugadoss"", ""labels"": [""Named Entity""]}]",hbd balaji murugadoss,4,593,2021-10-14T19:42:31.952204Z,2021-10-14T19:42:31.952249Z,36.223,hbd balaji murugadoss
1870,fcubvb,fcubvb,fcubv b,fcu bvb,f cubvb,fc ubvb,fcub vb,fcu bv b,f c ubvb,fcub v b,fc u bvb,roman,228335,$3,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""fcu"", ""labels"": [""Named Entity""]}, {""start"": 3, ""end"": 6, ""text"": ""bvb"", ""labels"": [""Named Entity""]}]",fcubvb,4,592,2021-10-14T19:41:44.918945Z,2021-10-14T19:41:44.918990Z,127.171,fcu bvb
1871,buttabomma,buttabomma,butta bomma,buttabomm a,but tabomma,buttabom ma,b uttabomma,buttabo mma,butt abomma,bu ttabomma,buttabom m a,roman,228334,$2,Hashtag has named entities,"[{""start"": 5, ""end"": 10, ""text"": ""bomma"", ""labels"": [""Named Entity""]}, {""start"": 0, ""end"": 5, ""text"": ""butta"", ""labels"": [""Named Entity""]}]",buttabomma,4,591,2021-10-14T19:39:35.761425Z,2021-10-14T19:39:35.761468Z,33.575,butta bomma
1872,cyberpunk2077,cyberpunk 2077,cyberpunk2077,cyberpunk207 7,c yberpunk2077,cyberpunk20 77,cyber punk2077,cy berpunk2077,cyberpunk2 077,cyber punk 2077,cyberpunk20 7 7,roman,228333,$9,None,None,cyberpunk2077,4,590,2021-10-14T19:38:58.362761Z,2021-10-14T19:38:58.362807Z,5.318,cyber punk 2077
1873,verifykarl,verifykarl,verify karl,verify kar l,verifykar l,v erifykarl,ve rifykarl,verifyka rl,ver ifykarl,verifyk arl,veri fykarl,roman,228332,$2,Hashtag has named entities,"[{""start"": 6, ""end"": 10, ""text"": ""karl"", ""labels"": [""Named Entity""]}]",verifykarl,4,502,2021-09-27T14:24:38.244129Z,2021-09-27T14:24:38.244176Z,25.593,verify karl
1874,idolssa,idols sa,idolssa,idol ssa,idolss a,idol s sa,idols s a,i dolssa,idol ss a,ido lssa,id olssa,roman,228329,$1,Hashtag has named entities,"[{""start"": 5, ""end"": 7, ""text"": ""sa"", ""labels"": [""Named Entity""]}]",idolssa,4,504,2021-09-27T14:25:31.628919Z,2021-09-27T14:25:31.628970Z,35.986,idols sa
1875,16yearsofdhonism,16yearsofdhonism,16yearsofdhonis m,1 6yearsofdhonism,16 yearsofdhonism,16yearsofdhoni sm,16yearsofdhon ism,16yearsofdhon is m,16year sofdhonism,16yearsofdhoni s m,16years ofdhonism,roman,228328,None,Hashtag has named entities,"[{""start"": 9, ""end"": 14, ""text"": ""dhoni"", ""labels"": [""Named Entity""]}]",16 years of dhonism,4,499,2021-09-27T14:23:04.938594Z,2021-09-27T14:23:04.938640Z,29.669,16 years of dhonism
1876,nivarupdate,nivarupdate,nivar update,nivarupdat e,nivarup date,nivarupda te,n ivarupdate,ni varupdate,nivarupd ate,niva rupdate,niv arupdate,roman,228327,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""nivar"", ""labels"": [""Named Entity""]}]",nivarupdate,4,500,2021-09-27T14:23:34.772961Z,2021-09-27T14:23:34.773008Z,20.991,nivar update
1877,christmaseve,christmas eve,christmaseve,christmasev e,christmas e ve,christmase ve,christmas e v e,c hristmaseve,chris tmaseve,christma seve,ch ristmaseve,roman,228326,$1,None,None,christmaseve,4,498,2021-09-27T14:22:29.007127Z,2021-09-27T14:22:29.007174Z,63.485,christmas eve
1878,kavitakaushik,kavita kaushik,kavitakaushik,kavitakaushi k,k avitakaushik,ka vitakaushik,kavi takaushik,kavi ta kaushik,kavitakaush ik,kav itakaushik,kavitakau shik,roman,228325,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""kavita"", ""labels"": [""Named Entity""]}, {""start"": 6, ""end"": 13, ""text"": ""kaushik"", ""labels"": [""Named Entity""]}]",kavitakaushik,4,497,2021-09-27T14:21:21.340800Z,2021-09-27T14:21:21.340846Z,10.765,kavita kaushik
1879,saifalikhan,saif ali khan,saifali khan,saifalikhan,saifalikh an,saif alikhan,s aifalikhan,saifalikha n,sa ifalikhan,saifalik han,saifa likhan,roman,228324,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""saif"", ""labels"": [""Named Entity""]}, {""start"": 4, ""end"": 7, ""text"": ""ali"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 11, ""text"": ""khan"", ""labels"": [""Named Entity""]}]",saifalikhan,4,496,2021-09-27T14:21:04.350272Z,2021-09-27T14:21:04.350316Z,15.458,saif ali khan
1880,neumcfc,neumcfc,neumcf c,neumc fc,neum cfc,neu mcfc,ne umcfc,n eumcfc,neumc f c,ne umc fc,neum c f c,roman,228323,$5,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""neu"", ""labels"": [""Named Entity""]}, {""start"": 3, ""end"": 7, ""text"": ""mcfc"", ""labels"": [""Named Entity""]}]",neumcfc,4,589,2021-10-14T19:38:47.320686Z,2021-10-14T19:38:47.320732Z,24.026,neu mcfc
1881,beltrondeobihar,beltrondeobihar,beltrondeobiha r,beltrondeobi har,be ltrondeobihar,beltrondeo bihar,b eltrondeobihar,beltrondeobih ar,belt rondeobihar,bel trondeobihar,beltrondeob ihar,roman,228322,None,Hashtag has named entities,"[{""start"": 10, ""end"": 15, ""text"": ""bihar"", ""labels"": [""Named Entity""]}, {""start"": 0, ""end"": 7, ""text"": ""beltron"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 10, ""text"": ""deo"", ""labels"": [""Named Entity""]}]",beltron deo bihar,4,588,2021-10-14T19:38:20.883237Z,2021-10-14T19:38:20.883283Z,63.869,beltron deo bihar
1883,fridaythoughts,fridaythoughts,friday thoughts,fridaythought s,friday thought s,f ridaythoughts,fr idaythoughts,fridaythough ts,fridaythoug hts,frida ythoughts,fri daythoughts,roman,228320,$2,None,None,fridaythoughts,4,495,2021-09-27T14:20:44.664804Z,2021-09-27T14:20:44.664853Z,2.057,friday thoughts
1884,dishaparmar,disha parmar,dishaparmar,disha par mar,dishaparma r,di shaparmar,d ishaparmar,dishapar mar,dishaparm ar,dish a parmar,dis haparmar,roman,228319,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""disha"", ""labels"": [""Named Entity""]}, {""start"": 5, ""end"": 11, ""text"": ""parmar"", ""labels"": [""Named Entity""]}]",dishaparmar,4,493,2021-09-27T14:20:40.319951Z,2021-09-27T14:20:40.319996Z,11.041,disha parmar
1885,5gsfor5g,5gsfor5g,5gsfor5 g,5 gsfor5g,5gsfor 5g,5g sfor5g,5gs for 5g,5 gs for 5g,5gsfor 5 g,5gs for5g,5 g sfor5g,roman,228317,$6,None,None,5gsfor5g,4,583,2021-10-14T19:34:46.598000Z,2021-10-14T19:34:46.598048Z,50.488,5gs for 5g
1886,sadakatsiz,sadakatsiz,sadak atsiz,s adakatsiz,sadakatsi z,sa dakatsiz,sad akatsiz,sadakats iz,sada katsiz,sadakat siz,sadaka tsiz,roman,228316,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 10, ""text"": ""sadakatsiz"", ""labels"": [""Named Entity""]}]",sadakatsiz,4,584,2021-10-14T19:35:17.399353Z,2021-10-14T19:35:17.399400Z,29.078,sadakatsiz
1887,koovs,koovs,koo vs,ko ovs,koov s,ko o vs,koo v s,k oovs,ko o v s,k o ovs,ko ov s,roman,228314,$1,Hashtag has named entities,None,koovs,4,582,2021-10-14T19:33:49.964652Z,2021-10-14T19:33:49.964698Z,13.65,koovs
1888,conferenzaconte,conferenzaconte,conferenzacont e,conferenzacon te,c onferenzaconte,conferenza conte,con ferenzaconte,co nferenzaconte,confer enzaconte,conferenza con te,conf erenzaconte,roman,228313,$5,None,None,conferenzaconte,4,581,2021-10-14T19:33:34.228848Z,2021-10-14T19:33:34.228897Z,25.568,conferenza conte
1889,balasahebthackeray,balasaheb thackeray,balasahebthackeray,balasahebthackera y,balasahebthacke ray,b alasahebthackeray,bala saheb thackeray,ba lasahebthackeray,bal asahebthackeray,bala sahebthackeray,balasahebthacker ay,roman,228312,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 9, ""text"": ""balasaheb"", ""labels"": [""Named Entity""]}, {""start"": 9, ""end"": 18, ""text"": ""thackeray"", ""labels"": [""Named Entity""]}]",balasahebthackeray,4,492,2021-09-27T14:20:23.955236Z,2021-09-27T14:20:23.955273Z,11.312,balasaheb thackeray
1890,wesupportrahul,wesupportrahul,we support rahul,wesupportrahu l,wesupport rahul,we supportrahul,w esupportrahul,wesupportrah ul,wes upportrahul,w e support rahul,wesupportra hul,roman,228311,$2,Hashtag has named entities,"[{""start"": 9, ""end"": 14, ""text"": ""rahul"", ""labels"": [""Named Entity""]}]",wesupportrahul,4,491,2021-09-27T14:20:10.570127Z,2021-09-27T14:20:10.570164Z,10.005,we support rahul
1891,covid20,covid20,covid 20,covid 2 0,c ovid20,covid2 0,covi d20,co vid20,c ovid 20,co vid 20,cov id20,roman,228310,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""covid"", ""labels"": [""Named Entity""]}]",covid20,4,489,2021-09-27T14:19:58.133737Z,2021-09-27T14:19:58.133784Z,6.498,covid 20
1892,teamindia,team india,teamindia,team ind ia,team i ndia,teamindi a,tea mindia,tea m india,team in dia,team indi a,te am india,roman,228302,$1,None,"[{""start"": 4, ""end"": 9, ""text"": ""india"", ""labels"": [""Named Entity""]}]",teamindia,4,482,2021-09-27T14:13:53.287155Z,2021-09-27T14:13:53.287201Z,5.023,team india
1893,sandeepsharma,sandeep sharma,sandeepsharma,sandeepsharm a,san deep sharma,s andeepsharma,sandeepshar ma,sa ndeepsharma,san deepsharma,sand eepsharma,sandeepsh arma,roman,228298,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""sandeep"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 13, ""text"": ""sharma"", ""labels"": [""Named Entity""]}]",sandeepsharma,4,477,2021-09-27T14:12:12.960904Z,2021-09-27T14:12:12.960951Z,10.645,sandeep sharma
1894,psgol,psgol,ps gol,psg ol,p s gol,psgo l,p sgol,psg o l,ps go l,p s go l,p sg ol,roman,228296,$3,Hashtag has named entities,"[{""start"": 3, ""end"": 5, ""text"": ""ol"", ""labels"": [""Named Entity""]}, {""start"": 0, ""end"": 3, ""text"": ""psg"", ""labels"": [""Named Entity""]}]",psgol,4,580,2021-10-14T19:32:47.820333Z,2021-10-14T19:32:47.820380Z,45.058,psg ol
1895,whatsapp,whatsapp,whats app,what s app,what sapp,whatsap p,whats ap p,whats a pp,whats a p p,what sap p,what s ap p,roman,228295,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 8, ""text"": ""whatsapp"", ""labels"": [""Named Entity""]}]",whatsapp,4,476,2021-09-27T14:11:59.079098Z,2021-09-27T14:11:59.079148Z,6.518,whatsapp
1896,avbirthdaycdp,avbirthdaycdp,a vbirthdaycdp,avbirthdaycd p,avbirthday cdp,avbirthdayc dp,av birthdaycdp,avbirthdayc d p,avb irthdaycdp,av birthday cdp,a vbirthdaycd p,roman,228294,$9,Hashtag has named entities,"[{""start"": 0, ""end"": 2, ""text"": ""av"", ""labels"": [""Named Entity""]}]",avbirthdaycdp,4,483,2021-09-27T14:14:36.480135Z,2021-09-27T14:14:36.480181Z,33.145,av birthday cdp
1897,chirstmas,chirstmas,chirstm as,chirstma s,chirst mas,c hirstmas,chi rstmas,ch irstmas,chir stmas,chirst m as,chirs tmas,roman,228293,$1,None,None,chirstmas,4,475,2021-09-27T14:11:50.150532Z,2021-09-27T14:11:50.150583Z,3.268,chirstmas
1898,arya30,arya30,arya 30,a rya30,arya 3 0,ary a30,arya3 0,ary a 30,ar ya30,a rya 30,ar y a 30,roman,228291,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""arya"", ""labels"": [""Named Entity""]}]",arya30,4,474,2021-09-27T14:11:29.468960Z,2021-09-27T14:11:29.469005Z,8.639,arya 30
1899,leaderbirthdaycdp,leaderbirthdaycdp,leaderbirthdaycd p,le aderbirthdaycdp,lead erbirthdaycdp,leader birthdaycdp,l eaderbirthdaycdp,leaderbirthday cdp,leaderbirthdayc dp,leaderbirthdayc d p,lea derbirthdaycdp,roman,228289,None,None,None,leader birthday cdp,4,486,2021-09-27T14:15:13.667010Z,2021-09-27T14:15:13.667057Z,29.557,leader birthday cdp
1900,releasearnabvoiceofssr,releasearnabvoiceofssr,releasearnabvoiceofss r,r eleasearnabvoiceofssr,releasearnabvoiceofs sr,release arnabvoiceofssr,re leasearnabvoiceofssr,releasearnabvoiceof ssr,rel easearnabvoiceofssr,rele asearnabvoiceofssr,releasearnabvoiceofs s r,roman,228288,None,Hashtag has named entities,"[{""start"": 19, ""end"": 22, ""text"": ""ssr"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 12, ""text"": ""arnab"", ""labels"": [""Named Entity""]}]",release arnab voice of ssr,4,473,2021-09-27T14:11:16.760551Z,2021-09-27T14:11:16.760602Z,25.337,release arnab voice of ssr
1901,bcciagm,bcciagm,bcci agm,bcciag m,bcci a gm,bc ciagm,b cciagm,bccia gm,bcc iagm,bcci ag m,bc cia gm,roman,228285,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""bcci"", ""labels"": [""Named Entity""]}]",bcciagm,4,470,2021-09-27T14:10:01.123080Z,2021-09-27T14:10:01.123127Z,31.78,bcci agm
1902,sensex,sensex,sense x,sen sex,sens ex,sen se x,sen s ex,s e n s e x,s ensex,s en sex,sen s e x,roman,228284,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""sensex"", ""labels"": [""Named Entity""]}]",sensex,4,465,2021-09-27T14:07:30.594473Z,2021-09-27T14:07:30.594520Z,12.847,sensex
1903,eeswaran,eeswaran,eeswar an,e eswaran,eeswara n,eeswa ran,ee swaran,ees waran,e e swaran,ees war an,eesw aran,roman,228283,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 8, ""text"": ""eeswaran"", ""labels"": [""Named Entity""]}]",eeswaran,4,469,2021-09-27T14:09:26.660422Z,2021-09-27T14:09:26.660469Z,13.533,eeswaran
1904,rcbforever,rcbforever,rcb forever,rcb for ever,rcbfor ever,rcbforeve r,rcbforev er,r cbforever,r c b forever,rc bforever,rcbfore ver,roman,228282,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""rcb"", ""labels"": [""Named Entity""]}]",rcbforever,4,464,2021-09-27T14:07:14.126245Z,2021-09-27T14:07:14.126295Z,7.794,rcb forever
